Claim_ID,Food_ID,Receiver_ID,Status,Timestamp,Weekday,Hour,Month,Days_Since_Claim,Status_Code,Food_Name,Quantity,Expiry_Date,Provider_ID,Provider_Type,Location,Food_Type,Meal_Type,Days_To_Expiry,Is_Expired,Meal_Type_Code,Food_Type_Code,Name,Type,Address,City,Contact,Type_Code,City_Name_Length,Address_Length,Name_Receiver,Type_Receiver,City_Receiver,Contact_Receiver,Type_Code_Receiver,City_Name_Length_Receiver,Contact_Length
73,708,222,Pending,2025-03-05 23:42:00,Wednesday,23,March,161,2,Rice,17,2025-03-22,800,Catering Service,East Amyfurt,Vegan,Lunch,-145,True,2,1,"Hughes, Fuller And Sanchez",Catering Service,"19447 Michael Locks Apt. 580
Thompsonburgh, NJ 75869",East Amyfurt,040473-0155,0,12,52,Stephanie Jones,Shelter,West Aaronport,001-029-940-1111,3,14,16
74,487,62,Cancelled,2025-03-02 13:20:00,Sunday,13,March,164,0,Fruits,43,2025-03-18,499,Catering Service,Jonathanstad,Vegetarian,Dinner,-149,True,1,2,Blankenship-Lewis,Catering Service,"883 Lee Alley
East Robertview, MI 64109",Jonathanstad,651-552-2403,0,12,39,Nichole Lewis,Ngo,North Catherinefurt,777-445-5269x5255,2,19,17
75,909,161,Cancelled,2025-03-06 11:44:00,Thursday,11,March,160,0,Fish,10,2025-03-28,831,Catering Service,Lewishaven,Vegan,Snacks,-139,True,3,1,Figueroa Inc,Catering Service,"5678 Washington Pines Suite 444
Millerfurt, DE 55779",Lewishaven,1075928920,0,10,52,Mary Nguyen,Charity,Mcclurestad,+1-453-182-2743x789,0,11,19
76,877,185,Completed,2025-03-13 22:38:00,Thursday,22,March,153,1,Chicken,8,2025-03-20,374,Grocery Store,Steeleport,Non-vegetarian,Lunch,-147,True,2,0,"Pollard, Yoder And Martin",Grocery Store,"3352 Willis Junctions Apt. 432
Lake Pamelaborough, NV 36555",Steeleport,731-612-0267x787,1,10,59,Shannon Pineda,Individual,Lake Amanda,129-249-0893x786,1,11,16
77,65,324,Completed,2025-03-04 22:57:00,Tuesday,22,March,162,1,Fruits,45,2025-03-26,602,Grocery Store,North Destiny,Non-vegetarian,Breakfast,-141,True,0,0,Cole Llc,Grocery Store,"USS Zhang
FPO AP 50279",North Destiny,001-078-379-8075x2377,1,13,22,Kristine Martin,Ngo,Thompsonhaven,4449544127x16438,2,13,16
78,504,151,Completed,2025-03-15 13:41:00,Saturday,13,March,151,1,Rice,28,2025-03-30,227,Grocery Store,Derekport,Vegetarian,Lunch,-137,True,2,2,Morse-Hoffman,Grocery Store,"677 Jenna Village
Port Rhonda, OK 56596",Derekport,440514-8820x3017,1,9,39,Lisa Eaton,Shelter,New Aimeemouth,3428696733,3,14,10
79,188,795,Cancelled,2025-03-03 01:13:00,Monday,1,March,163,0,Soup,4,2025-03-20,55,Grocery Store,Danachester,Vegan,Breakfast,-147,True,0,1,Wilson-Brown,Grocery Store,"220 Rachel Trace
Port Mark, AK 17083",Danachester,001-473-163-6196x2386,1,11,36,Caitlin Cobb,Charity,North Andresport,+1-968-871-4930,0,16,15
80,153,35,Pending,2025-03-21 01:58:00,Friday,1,March,145,2,Fish,20,2025-03-21,737,Restaurant,Port Andrea,Vegetarian,Breakfast,-146,True,0,2,"Ballard, Stanley And Hill",Restaurant,"USCGC Holt
FPO AA 27710",Port Andrea,4099952073x69158,2,11,23,James Castaneda,Shelter,South Rachaelhaven,932-277-2945x55052,3,18,18
81,964,876,Completed,2025-03-03 09:13:00,Monday,9,March,163,1,Rice,46,2025-03-25,192,Catering Service,Leslieville,Vegan,Dinner,-142,True,1,1,"Hunter, Ballard And Caldwell",Catering Service,"60550 Fleming Branch Suite 560
Jessicashire, UT 62403",Leslieville,001-594-592-2116x9925,0,11,53,Jeremy Robinson,Ngo,Jamesview,001-097-198-3229x7777,2,9,21
82,641,638,Pending,2025-03-09 13:21:00,Sunday,13,March,157,2,Bread,9,2025-03-30,692,Supermarket,South Andrewport,Vegan,Snacks,-137,True,3,1,"Rocha, Johnson And Dunlap",Supermarket,"31552 Jodi Motorway Suite 547
Allenport, AR 98936",South Andrewport,+1-596-531-4868,3,16,49,Timothy Browning,Charity,Moralesfort,001-836-247-3024,0,11,16
83,805,695,Completed,2025-03-18 19:37:00,Tuesday,19,March,148,1,Chicken,1,2025-03-22,235,Catering Service,Gutierrezshire,Non-vegetarian,Dinner,-145,True,1,0,Gutierrez Llc,Catering Service,"310 Myers Neck
Richardtown, WA 29671",Gutierrezshire,+1-544-924-8841x926,0,14,36,Janet Newton,Individual,West Amandaport,930-590-8261,1,15,12
84,925,554,Pending,2025-03-09 02:10:00,Sunday,2,March,157,2,Salad,12,2025-03-26,665,Catering Service,West Billborough,Non-vegetarian,Lunch,-141,True,2,0,Ortega-Webb,Catering Service,"62621 Mikayla Hollow Suite 797
Melendezview, ME 58412",West Billborough,001-646-036-9173x42885,0,16,53,Margaret Mccullough,Charity,Ortizmouth,888-890-3956,0,10,12
85,197,624,Completed,2025-03-01 09:52:00,Saturday,9,March,165,1,Rice,21,2025-03-24,453,Grocery Store,East Timothy,Vegetarian,Breakfast,-143,True,0,2,Moore Llc,Grocery Store,"316 Clark Throughway Suite 810
Port John, ND 69257",East Timothy,305756-5998x6969,1,12,50,Alvin Day Jr.,Ngo,East Heatherbury,7221278600,2,16,10
86,790,425,Cancelled,2025-03-02 09:25:00,Sunday,9,March,164,0,Chicken,2,2025-03-21,332,Restaurant,West Whitneymouth,Vegan,Dinner,-146,True,1,1,Cox Llc,Restaurant,"406 Lucero Mountain Apt. 736
Mollyport, RI 14316",West Whitneymouth,001-018-140-2068x875,2,17,48,Robert Chavez,Ngo,Chadport,886049-9104x019,2,8,15
87,829,918,Completed,2025-03-13 10:50:00,Thursday,10,March,153,1,Dairy,44,2025-03-18,262,Supermarket,New Carol,Vegan,Dinner,-149,True,1,1,Bradford-Martinez,Supermarket,"366 Wheeler Fields
Harringtonchester, WY 86540",New Carol,1994510254,3,9,46,Katrina Cruz,Charity,Jenkinsfurt,709-191-5616x88772,0,11,18
88,233,310,Completed,2025-03-03 02:47:00,Monday,2,March,163,1,Fish,19,2025-03-26,26,Grocery Store,West Adammouth,Non-vegetarian,Snacks,-141,True,3,0,Hansen Inc,Grocery Store,"9402 Corey Avenue
Jamesland, AL 54220",West Adammouth,464-311-2342,1,14,37,Gary Adams,Individual,New Sara,001-323-823-4026x61837,1,8,22
89,912,632,Cancelled,2025-03-05 20:34:00,Wednesday,20,March,161,0,Dairy,6,2025-03-28,334,Grocery Store,South Jillshire,Non-vegetarian,Breakfast,-139,True,0,0,Cox-Mcintyre,Grocery Store,"85337 King Junction Suite 272
East Nicoleshire, ID 63161",South Jillshire,422450-8076,1,15,56,Austin Smith,Ngo,North Marcusbury,219-381-8831x93973,2,16,18
90,378,27,Completed,2025-03-04 16:53:00,Tuesday,16,March,162,1,Soup,39,2025-03-19,834,Supermarket,Harrishaven,Vegetarian,Lunch,-148,True,2,2,Bruce Inc,Supermarket,"642 Schultz Divide Apt. 480
Matthewview, PA 26612",Harrishaven,258012-0928x8067,3,11,49,Johnny Page,Ngo,Susanfurt,2519222940,2,9,10
91,251,373,Completed,2025-03-18 18:10:00,Tuesday,18,March,148,1,Dairy,12,2025-03-24,241,Catering Service,Devinmouth,Non-vegetarian,Lunch,-143,True,2,0,"Harper, Blake And Alexander",Catering Service,"882 Smith Heights
East Cherylborough, DC 06299",Devinmouth,144381-3923,0,10,46,Seth Esparza,Shelter,Port Brandonberg,2597616873,3,16,10
92,136,65,Pending,2025-03-07 11:12:00,Friday,11,March,159,2,Bread,29,2025-03-17,723,Supermarket,Jessicaland,Vegan,Dinner,-150,True,1,1,Butler-Phillips,Supermarket,"USNV Gordon
FPO AP 25294",Jessicaland,+1-366-362-7376x557,3,11,24,Cody Gardner,Ngo,Port Belinda,565395-0421x232,2,12,15
93,600,129,Pending,2025-03-16 11:30:00,Sunday,11,March,150,2,Rice,39,2025-03-24,505,Restaurant,Chelseaside,Non-vegetarian,Snacks,-143,True,3,0,"Sutton, Day And Brooks",Restaurant,"PSC 0203, Box 6449
APO AA 03081",Chelseaside,+1-651-831-7090,2,11,31,Denise Martinez,Charity,Drakeburgh,463887-8557x617,0,10,15
94,505,523,Cancelled,2025-03-19 05:04:00,Wednesday,5,March,147,0,Pasta,12,2025-03-22,494,Supermarket,New Denise,Vegetarian,Snacks,-145,True,3,2,"Anderson, Adams And Roberts",Supermarket,"Unit 8792 Box 5188
DPO AP 55807",New Denise,+1-941-120-2190x554,3,10,31,William Fox,Ngo,Port Angelafurt,228-002-6281,2,15,12
95,673,352,Cancelled,2025-03-11 10:52:00,Tuesday,10,March,155,0,Rice,28,2025-03-20,677,Grocery Store,Williamsmouth,Vegan,Lunch,-147,True,2,1,"Gonzalez, Dunn And Oconnell",Grocery Store,"778 Richard Glen Suite 654
Cassandrafort, CA 25549",Williamsmouth,+1-605-449-8141x1518,1,13,50,Cody Martin,Individual,Angelamouth,239678-6580x09652,1,11,17
96,937,500,Completed,2025-03-17 07:56:00,Monday,7,March,149,1,Bread,18,2025-03-27,916,Catering Service,Patrickfort,Non-vegetarian,Lunch,-140,True,2,0,Davis And Sons,Catering Service,"551 Huynh Trail Apt. 373
Lake Kevinton, KS 39284",Patrickfort,9652663582,0,11,48,Richard Patterson,Charity,Huynhmouth,1091960030,0,10,10
97,381,802,Pending,2025-03-02 02:12:00,Sunday,2,March,164,2,Pasta,35,2025-03-18,86,Catering Service,New Michelle,Vegan,Dinner,-149,True,1,1,Murphy-Boyd,Catering Service,"7105 James Overpass
Wilsonberg, NC 47111",New Michelle,387-962-7399x435,0,12,40,Lisa Cruz,Charity,Stevenmouth,372091-7748x36631,0,11,17
98,741,116,Cancelled,2025-03-13 13:30:00,Thursday,13,March,153,0,Fish,21,2025-03-16,776,Supermarket,Williamview,Vegan,Breakfast,-151,True,0,1,"Lee, Walker And Woodward",Supermarket,"Unit 7428 Box 9237
DPO AA 51656",Williamview,001-800-825-6958,3,11,31,Mark Lee,Individual,Port Teresa,001-983-757-6830x086,1,11,20
99,101,995,Completed,2025-03-01 02:21:00,Saturday,2,March,165,1,Dairy,35,2025-03-23,538,Restaurant,Jasonmouth,Non-vegetarian,Dinner,-144,True,1,0,Beck Inc,Restaurant,"102 Jackson Plaza Apt. 330
North Meganborough, NC 67139",Jasonmouth,963-484-4775x327,2,10,55,Brittany Taylor,Individual,Andrewsport,296-568-7106x4981,1,11,17
100,101,892,Pending,2025-03-19 19:11:00,Wednesday,19,March,147,2,Dairy,35,2025-03-23,538,Restaurant,Jasonmouth,Non-vegetarian,Dinner,-144,True,1,0,Beck Inc,Restaurant,"102 Jackson Plaza Apt. 330
North Meganborough, NC 67139",Jasonmouth,963-484-4775x327,2,10,55,Brian Hardy,Ngo,Lake Williamhaven,062642-7542x67155,2,17,17
101,16,654,Cancelled,2025-03-07 02:19:00,Friday,2,March,159,0,Dairy,6,2025-03-26,862,Grocery Store,East Tammy,Vegan,Snacks,-141,True,3,1,Obrien-Carr,Grocery Store,"7915 Jacob Tunnel Suite 241
New Lisaport, HI 08755",East Tammy,0963814881x4011,1,10,50,John Murray,Shelter,Fernandezberg,001-664-004-0117x5796,3,13,21
102,110,772,Completed,2025-03-16 06:03:00,Sunday,6,March,150,1,Salad,49,2025-03-17,354,Catering Service,South Alicia,Vegan,Dinner,-150,True,1,1,Rowe-Arias,Catering Service,"8041 Joseph Shoal Suite 878
North Robertfurt, KY 43667",South Alicia,090-649-4737,0,12,54,Cassandra Yoder,Charity,Danielfurt,+1-928-766-0621x673,0,10,19
103,463,423,Completed,2025-03-07 12:06:00,Friday,12,March,159,1,Soup,36,2025-03-17,384,Grocery Store,Jamesfurt,Vegan,Lunch,-150,True,2,1,Rogers-Warren,Grocery Store,"408 Katelyn Bridge
Dayshire, LA 95554",Jamesfurt,001-439-195-6960,1,9,37,Christine Bell,Individual,South Edwardburgh,172033-3196x74489,1,17,17
104,882,52,Completed,2025-03-05 00:36:00,Wednesday,0,March,161,1,Salad,43,2025-03-23,138,Grocery Store,North Sherrimouth,Vegan,Lunch,-144,True,2,1,"Jones, Rojas And Brown",Grocery Store,"3671 Hansen Loaf
Port Nicholas, VT 97420",North Sherrimouth,4905193490x03679,1,17,40,Cheryl Dillon,Ngo,Hornemouth,3501461578,2,10,10
105,89,619,Completed,2025-03-15 23:07:00,Saturday,23,March,151,1,Chicken,3,2025-03-27,844,Grocery Store,Olsenstad,Vegan,Lunch,-140,True,2,1,Gallagher-Brown,Grocery Store,"USNV Morris
FPO AP 79488",Olsenstad,9339428554,1,9,24,Taylor Estrada,Ngo,Nguyenview,001-351-556-5960x359,2,10,20
106,674,589,Cancelled,2025-03-06 03:27:00,Thursday,3,March,160,0,Vegetables,34,2025-03-17,518,Grocery Store,Anneville,Vegetarian,Lunch,-150,True,2,2,"Hill, Davis And Stewart",Grocery Store,"6315 Jonathan Views Suite 276
Jerryhaven, TX 90986",Anneville,+1-608-953-5542x841,1,9,50,Nicole Williams,Ngo,West Richard,7277713700,2,12,10
107,374,467,Completed,2025-03-21 00:40:00,Friday,0,March,145,1,Chicken,44,2025-03-21,709,Restaurant,South Kathryn,Vegan,Lunch,-146,True,2,1,Barry Group,Restaurant,"632 Wong Place
West Shane, CO 27966",South Kathryn,+1-533-592-0009x5523,2,13,35,Nathan Gonzales,Charity,East Daniel,5439084807x329,0,11,14
108,786,909,Pending,2025-03-08 09:17:00,Saturday,9,March,158,2,Rice,4,2025-03-30,959,Grocery Store,North Victoriastad,Vegetarian,Dinner,-137,True,1,2,Stanley Plc,Grocery Store,"3255 Steven Falls Apt. 575
South Ashleyton, NM 59651",North Victoriastad,001-428-241-5858x19231,1,18,52,Matthew Cordova,Ngo,Rubioborough,001-905-589-8944x09730,2,12,22
109,696,923,Pending,2025-03-15 16:28:00,Saturday,16,March,151,2,Rice,26,2025-03-24,752,Grocery Store,East Heatherport,Non-vegetarian,Snacks,-143,True,3,0,Butler-Richardson,Grocery Store,"99213 George Spurs Suite 321
Petersenberg, MA 55289",East Heatherport,+1-268-505-2616,1,16,51,Victor Diaz,Shelter,Darinview,5619230470x922,3,9,14
110,469,196,Pending,2025-03-01 00:09:00,Saturday,0,March,165,2,Vegetables,7,2025-03-30,388,Supermarket,Manuelhaven,Vegetarian,Snacks,-137,True,3,2,Rivera Ltd,Supermarket,"2319 Wong Station Apt. 425
Morrisonbury, KY 44766",Manuelhaven,+1-832-244-5987,3,11,49,Tara Bauer,Charity,Port Dustin,709935-2878,0,11,11
111,214,723,Pending,2025-03-14 11:40:00,Friday,11,March,152,2,Soup,9,2025-03-28,24,Supermarket,Hestermouth,Vegan,Breakfast,-139,True,0,1,"Black, Collins And Richard",Supermarket,"643 Galvan Burgs
Fletcherhaven, AZ 86988",Hestermouth,2660409664x08185,3,11,40,Lisa Kim,Individual,New Brandyhaven,+1-465-856-2095,1,15,15
112,984,970,Pending,2025-03-04 22:00:00,Tuesday,22,March,162,2,Chicken,26,2025-03-23,234,Catering Service,New Joel,Non-vegetarian,Dinner,-144,True,1,0,Sherman-Baker,Catering Service,"07362 Kimberly Village Suite 643
Andersonton, VA 24172",New Joel,3010171427,0,8,54,Brandon Rice,Shelter,South Benjamin,+1-563-122-2255,3,14,15
113,913,855,Pending,2025-03-01 23:11:00,Saturday,23,March,165,2,Fruits,39,2025-03-22,962,Catering Service,Alexanderchester,Vegetarian,Dinner,-145,True,1,2,Galloway-Henderson,Catering Service,"Unit 2168 Box 9786
DPO AA 06880",Alexanderchester,001-867-928-0212x3211,0,16,31,Robert Abbott,Ngo,Collierburgh,+1-114-532-8181x037,2,12,19
114,870,840,Completed,2025-03-06 10:36:00,Thursday,10,March,160,1,Fish,3,2025-03-30,653,Catering Service,Cameronside,Vegetarian,Breakfast,-137,True,0,2,"Perry, Perez And Carter",Catering Service,"178 Randy Fords
East Chadton, TX 86183",Cameronside,0855885857,0,11,38,Mary Anderson,Shelter,South Mirandamouth,+1-148-126-0133x15456,3,18,21
115,663,957,Pending,2025-03-05 00:19:00,Wednesday,0,March,161,2,Dairy,42,2025-03-24,315,Restaurant,Lake Andrewmouth,Vegan,Snacks,-143,True,3,1,Nelson Llc,Restaurant,"773 Frazier Ranch
Kellerbury, GA 32205",Lake Andrewmouth,+1-859-029-3911x34890,2,16,38,Angela Hall,Charity,Greenville,2576243615,0,10,10
116,162,908,Pending,2025-03-16 17:02:00,Sunday,17,March,150,2,Pasta,50,2025-03-21,826,Supermarket,Lake Karenfurt,Non-vegetarian,Breakfast,-146,True,0,0,"Rogers, Harmon And Gordon",Supermarket,"13984 Mann Ford Apt. 634
Port Johnside, AL 55278",Lake Karenfurt,421106-2871x5106,3,14,48,Abigail Crawford,Ngo,Lake Shawn,010152-8668,2,10,11
117,864,384,Pending,2025-03-10 01:30:00,Monday,1,March,156,2,Soup,11,2025-03-28,741,Catering Service,West Anthonymouth,Vegetarian,Snacks,-139,True,3,2,"Martin, Richardson And Snow",Catering Service,"Unit 3436 Box 4523
DPO AE 51665",West Anthonymouth,0131811620,0,17,31,Anthony Guerra,Charity,North Michelle,1022227070x5313,0,14,15
118,108,927,Cancelled,2025-03-07 04:56:00,Friday,4,March,159,0,Fruits,22,2025-03-25,835,Catering Service,Thorntonbury,Non-vegetarian,Snacks,-142,True,3,0,Smith-Paul,Catering Service,"807 Taylor Stream
New Cameron, AR 20442",Thorntonbury,001-222-287-5923x26280,0,12,39,Mary Escobar,Individual,Gloriaview,663863-6846x9153,1,10,16
119,56,75,Cancelled,2025-03-18 15:38:00,Tuesday,15,March,148,0,Vegetables,9,2025-03-23,125,Supermarket,Lake April,Non-vegetarian,Lunch,-144,True,2,0,Brown-Grimes,Supermarket,"71570 Jason Spurs Apt. 697
Melissaton, ID 56125",Lake April,492-029-0285x3479,3,10,47,Nicholas Smith,Charity,Manningtown,+1-605-970-1115,0,11,15
120,233,101,Pending,2025-03-10 23:33:00,Monday,23,March,156,2,Fish,19,2025-03-26,26,Grocery Store,West Adammouth,Non-vegetarian,Snacks,-141,True,3,0,Hansen Inc,Grocery Store,"9402 Corey Avenue
Jamesland, AL 54220",West Adammouth,464-311-2342,1,14,37,Nicole Reid,Shelter,Hollytown,8085646895,3,9,10
121,460,560,Completed,2025-03-14 11:44:00,Friday,11,March,152,1,Dairy,45,2025-03-17,202,Supermarket,Vazquezshire,Vegetarian,Dinner,-150,True,1,2,Graham-Peters,Supermarket,"72444 Dennis Centers Apt. 058
East Sarahton, NM 90794",Vazquezshire,+1-491-368-1719x38393,3,12,53,Matthew Mendez,Shelter,South Meganland,+1-406-192-3141x20799,3,15,21
122,160,292,Cancelled,2025-03-15 00:40:00,Saturday,0,March,151,0,Rice,27,2025-03-23,367,Grocery Store,Deckermouth,Vegetarian,Snacks,-144,True,3,2,Patel And Sons,Grocery Store,"7364 Green Wall Suite 340
Fisherbury, VA 78253",Deckermouth,+1-731-068-2964x54440,1,11,46,Mrs. Emily Smith Dvm,Ngo,Shermantown,348542-4932x868,2,11,15
123,715,529,Completed,2025-03-20 13:50:00,Thursday,13,March,146,1,Soup,21,2025-03-23,46,Grocery Store,South Lisaberg,Non-vegetarian,Breakfast,-144,True,0,0,"Fisher, Hernandez And Webster",Grocery Store,"8490 Valdez Ports Suite 007
Port Jeremy, NV 85800",South Lisaberg,871-801-8397x99626,1,14,49,Amy Perez,Charity,West Jacquelineland,001-692-634-3701x202,0,19,20
124,252,303,Cancelled,2025-03-20 06:55:00,Thursday,6,March,146,0,Chicken,18,2025-03-19,113,Catering Service,East Elizabethberg,Non-vegetarian,Snacks,-148,True,3,0,"Anderson, Nicholson And Bruce",Catering Service,"8546 James Fields Apt. 534
Hallborough, AL 55990",East Elizabethberg,+1-274-720-0033x1795,0,18,48,Joseph Davis,Ngo,Millerport,7798026319x67760,2,10,16
125,765,329,Pending,2025-03-18 21:40:00,Tuesday,21,March,148,2,Soup,1,2025-03-28,161,Supermarket,Perezport,Vegan,Lunch,-139,True,2,1,Campbell Llc,Supermarket,"8423 Karen Trace Apt. 648
Johnland, IA 21810",Perezport,001-211-446-3315x74760,3,9,44,Christine Patterson,Individual,Edwardfort,001-270-907-0981x5520,1,10,21
126,202,499,Completed,2025-03-11 16:19:00,Tuesday,16,March,155,1,Dairy,17,2025-03-18,319,Restaurant,Lake Amymouth,Vegetarian,Lunch,-149,True,2,2,"Davila, Green And Avila",Restaurant,"28646 Tiffany Meadow Apt. 469
Lyonshaven, IA 48088",Lake Amymouth,2386104312,2,13,50,Ricky Harmon,Individual,Port Chaseport,8173998610x569,1,14,14
127,463,865,Completed,2025-03-12 16:00:00,Wednesday,16,March,154,1,Soup,36,2025-03-17,384,Grocery Store,Jamesfurt,Vegan,Lunch,-150,True,2,1,Rogers-Warren,Grocery Store,"408 Katelyn Bridge
Dayshire, LA 95554",Jamesfurt,001-439-195-6960,1,9,37,Katherine Houston,Individual,Lake Joshuabury,935420-0196x9064,1,15,16
128,589,100,Cancelled,2025-03-10 19:29:00,Monday,19,March,156,0,Rice,49,2025-03-20,20,Catering Service,East Samantha,Vegetarian,Dinner,-147,True,1,2,Drake-Martinez,Catering Service,"22920 Carpenter Turnpike Apt. 652
New Steven, AR 33177",East Samantha,001-454-212-3510x6135,0,13,54,Melissa Little,Ngo,Robertaborough,250263-7746x235,2,14,15
129,318,555,Pending,2025-03-03 15:50:00,Monday,15,March,163,2,Pasta,48,2025-03-25,946,Catering Service,Roystad,Vegan,Lunch,-142,True,2,1,"Brock, Newton And Mccormick",Catering Service,"3043 Aguilar Mission
Coltonbury, KS 26858",Roystad,699849-3966x8395,0,7,41,Mary Lewis,Individual,Port Richard,+1-443-680-8966,1,12,15
130,660,608,Cancelled,2025-03-13 08:51:00,Thursday,8,March,153,0,Salad,42,2025-03-17,138,Grocery Store,North Sherrimouth,Vegetarian,Snacks,-150,True,3,2,"Jones, Rojas And Brown",Grocery Store,"3671 Hansen Loaf
Port Nicholas, VT 97420",North Sherrimouth,4905193490x03679,1,17,40,Oscar Bauer,Charity,South Nicoleberg,001-874-507-6783,0,16,16
131,640,184,Cancelled,2025-03-07 05:12:00,Friday,5,March,159,0,Pasta,2,2025-03-17,422,Catering Service,Smithfort,Non-vegetarian,Breakfast,-150,True,0,0,Wilson-Cook,Catering Service,"005 Steven Club Suite 180
Robertston, CA 27213",Smithfort,276-435-4585x5485,0,9,46,Matthew Sanchez,Individual,Port Melissa,001-715-920-1622x23981,1,12,22
132,640,835,Cancelled,2025-03-06 02:44:00,Thursday,2,March,160,0,Pasta,2,2025-03-17,422,Catering Service,Smithfort,Non-vegetarian,Breakfast,-150,True,0,0,Wilson-Cook,Catering Service,"005 Steven Club Suite 180
Robertston, CA 27213",Smithfort,276-435-4585x5485,0,9,46,Jennifer Wright,Shelter,Lauratown,257556-3261x76228,3,9,17
133,109,866,Pending,2025-03-10 13:34:00,Monday,13,March,156,2,Fruits,7,2025-03-24,998,Grocery Store,Joshuastad,Vegan,Dinner,-143,True,1,1,Novak Group,Grocery Store,"934 Zachary Run
Melissamouth, WY 02729",Joshuastad,903642-1969x3300,1,10,38,Jose Cooper,Shelter,Pooleside,083601-2157,3,9,11
134,650,404,Pending,2025-03-18 00:37:00,Tuesday,0,March,148,2,Soup,40,2025-03-16,288,Supermarket,Maynardstad,Non-vegetarian,Breakfast,-151,True,0,0,Carlson-Mathis,Supermarket,"98491 Matthews Mall
Lake Juantown, NY 51580",Maynardstad,5182573189x434,3,11,43,Marissa Fischer,Shelter,New Kevin,454463-8142x8597,3,9,16
135,256,12,Cancelled,2025-03-06 19:49:00,Thursday,19,March,160,0,Rice,33,2025-03-28,384,Grocery Store,Jamesfurt,Non-vegetarian,Dinner,-139,True,1,0,Rogers-Warren,Grocery Store,"408 Katelyn Bridge
Dayshire, LA 95554",Jamesfurt,001-439-195-6960,1,9,37,Jennifer Bishop,Ngo,Katherineside,+1-801-363-6355x49805,2,13,21
136,493,3,Pending,2025-03-16 22:58:00,Sunday,22,March,150,2,Fish,26,2025-03-30,102,Grocery Store,West Samantha,Vegetarian,Snacks,-137,True,3,2,"Hester, Bowers And Carpenter",Grocery Store,"913 Jennifer Mountain Suite 645
Burnsborough, VT 02798",West Samantha,+1-699-911-5500x712,1,13,54,Ashley Mckee,Ngo,South Randalltown,691-023-0094x856,2,17,16
137,46,548,Completed,2025-03-06 03:22:00,Thursday,3,March,160,1,Pasta,25,2025-03-28,576,Catering Service,East Emilyburgh,Vegetarian,Breakfast,-139,True,0,2,Townsend Inc,Catering Service,"39437 Alejandro Path Apt. 765
Olsonview, MS 29423",East Emilyburgh,001-820-820-2213x469,0,15,49,Gary Andrews,Ngo,Gonzalezstad,+1-115-368-3340,2,12,15
138,648,392,Cancelled,2025-03-02 19:39:00,Sunday,19,March,164,0,Rice,42,2025-03-23,904,Grocery Store,West Miaside,Non-vegetarian,Breakfast,-144,True,0,0,Smith-Morales,Grocery Store,"92861 Megan Extension Apt. 163
Jacobsburgh, MD 32991",West Miaside,4811622452x4959,1,12,52,Tracy Douglas,Ngo,Gordonstad,+1-084-522-8932x8580,2,10,20
139,668,831,Completed,2025-03-02 01:08:00,Sunday,1,March,164,1,Salad,48,2025-03-20,357,Supermarket,Donnaborough,Non-vegetarian,Snacks,-147,True,3,0,Carey Plc,Supermarket,"77230 Nicole Row Suite 887
East Joshua, KS 15916",Donnaborough,001-734-038-0600x959,3,12,48,Samantha Ellison,Individual,New Kimberly,5224377292x9078,1,12,15
